"Date"	"Year"	"Month"	"Day"	"Churanov"	"Klatovy"	"Lenora"	"Husinec"	"Karlovy_Vary"	"Bedrichov"	"Desna"	"Harrachov"	"Rokytnice_Orl"	"Sumperk"	"Svetla_hora"	"Mesto_Albrechtice"	"Cervena"	"Lysa_hora"	"Vsetin"	"Frenstat"	"Jablunkov"
19860901	1986	9	1	1437605.36007036	2187489.01082257	1800159.30614509	2037118.70067293	1941001.39949697	1522538.58951563	1484092.2551097	1627510.83171799	1785252.87577001	2066010.10561566	1880316.9932855	1995542.65105961	1662142.66200053	1190748.68165352	2029685.34563749	2117156.67148089	2062910.31266523
19860902	1986	9	2	1582381.35723951	2271827.21928497	1994749.63460569	2202714.77065233	2051934.48785335	1623324.58379937	1611102.04241169	1688665.75099863	2066858.64863233	2150295.07664361	2018362.0682997	2158141.11521807	1816026.61444584	1310452.5981289	2247025.43193284	2359123.6868753	2278992.03940757
19860903	1986	9	3	2076718.45948772	2627142.71516402	2446945.30511967	2534527.81510799	2353062.91776167	2066019.77773426	1977580.01807313	2079940.43971681	2484035.11803649	2529216.11209338	2462676.49133675	2548738.27598591	2341696.10984714	1881778.44502363	2733013.17534345	2790598.37113854	2866546.57595171
19860904	1986	9	4	1215893.07944529	2086344.81528183	1606986.87281691	1746703.27158923	2023900.7179691	1489423.36351936	1565833.27594875	1629206.22207445	1656396.51068814	2069640.32133962	1684956.29028848	1796806.25625292	1575565.04969992	1079429.36603579	1933125.45499545	1940670.49511074	2106293.71670627
19860905	1986	9	5	1536993.80812722	2091169.42660512	1527151.89656963	1742411.22457964	1965439.66077423	1498876.85352413	1649495.62433298	1599747.12739442	1765643.8653866	1884300.64895932	1819499.04106303	1866807.57456347	1711901.67394401	1234059.95957001	1811920.43053758	1844989.89113005	1996264.67166878
19860906	1986	9	6	2016264.54946375	2612915.75645003	1905933.24008872	2295899.85867397	2169504.95972314	1829054.51355559	1743337.64751967	2065116.91113291	2084390.53518583	2140316.6328104	2038380.89046	2109665.97134983	2108640.56766743	1763100.77278575	2096893.51366001	2443508.56374095	2328458.32640909
19860907	1986	9	7	1431036.8928637	2098984.8540632	1672960.29237335	2021617.44922814	1986308.29518618	1503771.26003444	1467778.06086932	1553639.7100498	1753766.61007618	2006544.06033561	1819102.16901839	2001080.09878198	1726595.40185974	1283824.80804552	1862976.87661504	1882392.22665454	1856077.24248488
19860908	1986	9	8	1565482.0554087	2101982.40579461	1743074.40143957	2112792.21885128	1940708.27222381	1632501.27777344	1693773.65011693	1633541.79073398	1747324.15574668	1727978.09470534	1738615.82640336	1955352.63788336	1905127.93636793	1591154.85623007	2016958.70707666	2047845.01838685	2070936.35886392
19860909	1986	9	9	1291024.03645232	1822978.91927987	1614170.27767283	1746493.36042713	1907635.66741497	1267651.70455393	1423815.77075763	1412081.34526494	1704290.40294139	1745824.6059996	1392906.78828895	1559493.42826654	1544354.17325359	1159405.1313754	1836640.21057735	1501359.28813253	1963656.91624227
19860910	1986	9	10	1204435.54827824	1924610.0820512	1585067.57988454	1521231.28073644	1719526.31177569	1158845.62724746	1396045.40965012	1325281.6539495	1601951.23550897	1834771.69321558	1557434.59768358	1554386.13357873	1371300.93214842	1134913.99358971	1708089.1358322	1642266.34896067	1749542.53680247
19860911	1986	9	11	1444337.84694434	2035540.74860414	1483788.90348804	1601324.69163017	1924751.33165224	1239201.20876234	1391894.46378169	1392132.96385101	1631460.21303911	1968722.91589422	1398054.12317847	1643557.91103351	1534745.29477555	1230071.5473014	1773563.92791448	1636383.1847349	1790189.43677189
19860912	1986	9	12	2000192.67236203	2273800.37441168	1980951.61836603	2024673.91784551	1681213.48879168	1640936.25877664	1641801.08658558	1595833.22889568	2302763.78435111	2157812.12761498	1956442.92345813	2162865.30504507	1929492.28205031	1712591.35579036	2145322.23143408	2516160.68940802	2218969.05215905
19860913	1986	9	13	1884054.1814129	1979215.22619651	2124580.94019296	1967147.60881367	2527612.38548208	1587510.02501435	1565512.73481489	1600081.63137659	2080052.37941975	2063804.17065251	1714171.89109171	1664334.58932979	1570433.23001801	1623408.0419493	2027794.83367076	1787224.48950607	1914067.9392132
19860914	1986	9	14	2142584.608842	2605427.99061064	2392907.4727005	2690808.06421752	1893708.26567257	2087865.88270151	2055143.93492648	2247521.58852979	2398681.06698879	2189111.69047161	2301250.38508517	2456234.80819374	2265543.35770897	2055391.81475674	2526582.68214085	2714057.55193144	2538579.42071927
19860915	1986	9	15	2463863.5649254	2930635.77230788	2319934.50324985	2718122.54356973	2446448.1656529	2386188.36825593	2275971.51553672	2477259.33534655	2630228.36802371	2537476.76737963	2568633.22508846	2698457.0164625	2489457.36849641	2191655.11880528	2830142.5675596	2865649.64307666	2920096.0531226
19860916	1986	9	16	2333326.65477411	2444196.6014926	2464776.24888858	2652988.51479801	2027457.22641942	1509046.14967623	1642176.14143355	1741703.9487368	2130532.51856208	2462803.39599061	2113390.69426371	2008210.62345154	2055891.32854233	2245200.60359131	2525723.94970183	2505158.89556587	2480296.2648291
19860917	1986	9	17	2081365.81671151	2102500.16617661	2357494.65988521	2014610.82887374	1661858.74426919	1555750.60777878	1534901.37909199	1524316.48473242	1906563.16445761	2068403.57206373	1657236.221614	1609317.83329154	1543073.16481295	2207665.10044123	2014923.80511812	1806612.94637357	1894036.00121135
19860918	1986	9	18	1223096.5952544	2044472.05162238	1739187.80971769	1557260.55961819	1380672.47192218	1106609.08537926	1182532.58544589	1247286.34354356	1426132.37820791	1770227.28744206	1407964.13276689	1393748.25287411	1546492.40093091	1156799.83168234	1792015.8270521	1641871.59634479	1717343.64144065
19860919	1986	9	19	1076767.91158529	1386692.2030851	1630564.66767787	1110162.03154056	1213300.19247059	986561.637952773	1093321.84680164	1157249.70285136	1236525.69425929	1478729.80382965	1207431.05374374	1344321.42365819	1235164.97090795	751024.480124263	1333408.2898875	1045110.40429911	1261592.05974022
19860920	1986	9	20	1378683.30338789	1466959.18259383	1175686.98338009	1248910.88633735	1452601.70273886	1204355.63592774	1278475.66624286	1299709.11406048	1465327.34448783	1460417.96620326	1405382.68369534	1741763.67596046	1508916.99943116	1225691.92429619	1328069.91892039	1623832.83280956	1504016.52496294
19860921	1986	9	21	1501380.17684854	1789893.94053775	1290560.39787535	1652190.36780787	1737815.77062536	1736654.34006079	1737782.47973196	1665735.15292245	1729909.98369773	1652642.54039723	1671584.30302867	1803681.55822626	1712073.11098084	1401707.87920629	1514443.08841705	1593179.58498233	1644581.50495661
19860922	1986	9	22	1673628.12847325	2083332.19196925	1497901.105455	2055816.275134	1922259.53389548	1540494.11756059	1551726.28723677	1633757.47376236	1749219.28026166	1839542.50094549	1774893.01481379	1801360.90223144	1617466.35671405	1289827.80916552	1759002.4547112	1940395.53711799	1854521.65443193
19860923	1986	9	23	1579631.57501857	2129900.30914945	1542362.53154049	1915202.35359056	1846354.80152264	1459695.1497104	1430465.69677416	1440865.30307671	1614235.6401742	1918537.86711889	1536904.80433378	1675906.30489964	1524744.49913578	1149288.09746946	1643347.24051008	1698414.72737217	1800026.78527063
19860924	1986	9	24	1456508.70966989	1743827.65945216	1647441.18826297	1725834.91682172	1640952.89430706	1271298.65899777	1272181.69704267	1352005.71374066	1835135.68097231	1518964.13266874	1274209.9083013	1563243.65224065	1433910.93191237	1063053.72519434	1643053.91487326	1533589.7208499	1644232.33224684
19860925	1986	9	25	999479.142868327	1498660.11802467	1278808.38486635	1295818.98460594	1281459.70231313	920961.938757746	1078486.68705837	1029707.99742807	1253687.59726869	1219212.10296018	1027916.56414901	1154455.33181333	1043855.57940951	706273.50829928	1145532.94019934	1059649.77426849	1189498.31950174
19860926	1986	9	26	996725.563566323	1309295.16916858	858492.580361669	1027395.70221863	1244689.26304214	1072620.70966724	1150761.34282272	1034968.27683999	1482358.37194135	1252340.60426562	1024094.69167222	1335419.58803239	1257915.82365993	846416.903131243	1090664.41653935	976094.360167206	1104299.09124801
19860927	1986	9	27	1112988.69935481	1568291.50497623	1086691.58583333	1411765.36584003	1537205.94792802	1143529.66054965	1163450.90381718	1144660.62868475	1656020.9502704	1498219.33075317	1282340.22528943	1249580.50850156	1260711.23494035	894201.423441054	1402255.7242486	1356361.83440667	1374395.06526501
19860928	1986	9	28	1078792.49409916	1576693.24523701	1062689.43389134	1501213.45741696	1449414.14668894	986580.667617107	1071956.70968517	1109849.3180513	1260879.5871196	1343556.14927563	1034933.90806013	1222972.65909206	1253386.88290403	814404.968085753	1169320.7301465	1086135.17470226	1191370.78490272
19860929	1986	9	29	1287093.72794804	1584376.59149936	1136089.43896694	1432948.03256067	1476384.20886281	1407987.14896832	1427618.21727716	1492894.91425013	1573197.41800011	1438739.80229822	1266457.87851293	1724357.28023979	1502633.94238868	1128624.61315114	1336351.3255682	1702920.9612744	1547940.32824348
19860930	1986	9	30	1346270.84126283	1534518.74977457	1159305.86156178	1490227.54868937	1641199.34730382	1177855.23719684	1242752.51582904	1188238.22924471	1430514.61044558	1381496.22106899	1155694.23040957	1347259.77191818	1285020.59104459	849095.013516285	1289848.79201018	1273962.99739567	1347759.36007455
19861001	1986	10	1	1544735.779726	1812519.93571209	1238262.30901127	1375885.8752136	1544903.31406648	1448809.0984571	1242840.23632498	1216149.24687534	1602702.46690724	1297763.50442811	1075180.4461298	1713052.26895921	1489184.90307189	1553878.79956127	1328383.9410946	1228531.18725754	1422149.81398061
19861002	1986	10	2	1570135.50728505	1778296.63978759	1221475.76725622	1608126.96689993	1567939.6476721	1551826.38470275	1384484.57920996	1411497.25665209	1597977.36808103	1397415.44334697	1440477.74578418	1733864.53147305	1550406.19946228	1449726.41759037	1513061.67316348	1789688.78412711	1759843.35395817
19861003	1986	10	3	1511883.59238754	1789871.18608461	1351909.03616497	1476008.15502992	1500970.23130162	1170758.14186367	1180489.77275124	1242049.01670633	1281393.15485179	1332785.34790002	1143072.72359663	1379655.45997178	1213795.73868166	977064.588664558	1237291.95332822	1375496.32697472	1355579.59832714
19861004	1986	10	4	1030073.17327471	1478059.37703141	979525.566295147	1274722.19325157	1347882.55558127	791855.425294799	921755.355900575	887551.634867053	982203.373081092	1049135.72552898	950568.761497571	1078971.68551291	992630.175250553	588650.038669864	1049502.67198	874295.154167869	1015646.61716686
19861005	1986	10	5	1113647.85779946	1236326.21961455	939051.716406063	1105344.29261154	1190139.88615435	873233.289429143	797632.071024975	763913.871857572	993771.714986154	894901.693567795	676538.737210789	985411.708825865	882250.177975913	615416.529829362	813569.797557542	641970.678558453	807929.78927604
19861006	1986	10	6	1466816.84137402	1662575.1889653	1137484.50202204	1520366.91216703	1469925.35844796	1127202.98591313	1119857.72686997	1095113.52682182	1251568.00189366	1044467.62159948	1170847.53097381	1422264.07248477	1093249.77214674	987822.803590914	1133197.48003296	1464821.18839099	1332906.2138419
19861007	1986	10	7	1177518.93609219	1518486.66421574	1086600.4245486	1394770.33334121	1581921.77285602	1192210.82443016	1234451.77178227	1243060.63734443	1308440.79804154	1256791.48676242	1119844.35947292	1342390.06180111	1280806.12434883	947865.204169767	1357443.22640024	1298354.94398655	1270879.57143163
19861008	1986	10	8	955797.367013701	1352681.63125191	1045378.32930799	1323525.62108227	1385005.33057343	1044321.00988415	1061504.04965264	1053729.05684781	1214463.29569243	1354416.7915674	1244140.00602463	1239624.74996763	1161605.59252262	833020.572775615	1337741.80955622	1270943.65152422	1319484.88383795
19861009	1986	10	9	925145.060252847	1241221.12349854	988107.833983888	1169741.45335238	1201625.24473288	916526.824820561	941334.060495248	981533.006869159	1147282.13122729	1203142.42261635	1135564.3564097	1123219.97176222	1111381.21155487	688088.589560146	1142973.00451487	1268788.16168918	1242027.79593289
19861010	1986	10	10	953095.069189127	1140816.29107638	857260.680461561	1003429.43856831	1111309.00993347	964940.637695705	840237.745946359	832655.079983408	1089737.51709482	1346169.42216638	860890.700048449	1250388.40923186	1159578.09118019	849367.210305146	1117906.37598384	1200918.5520407	1125652.75922343
19861011	1986	10	11	1143249.41927974	1172354.96820389	959560.959329157	1127613.71735828	1172918.88152607	1088702.60663926	1112971.88484274	1128803.35280268	1112456.99692046	1016077.32757327	1029970.15066945	1420616.13584137	1166009.88071862	949274.126493054	1125601.89012544	1223178.87847532	1189114.88155667
19861012	1986	10	12	981526.942930542	1250358.94596612	1098985.6123455	1175354.45112171	1232227.76137121	1033407.81720436	1095306.42154672	852192.706968808	1204003.37683906	1117732.51467542	873710.663549673	1041222.96093295	975233.750754004	895341.443360507	1140678.97855417	927332.697334161	1020802.03472897
19861013	1986	10	13	990691.273610112	1309938.13028452	812038.540586731	1038911.59277431	1007005.95512567	1106590.26768633	1137674.20906524	1227913.51736723	1261723.54818373	838815.65404026	814098.012992358	1262147.15493029	1161635.36207202	1037808.51675897	958517.69367949	1248900.37363774	1114377.05096779
19861014	1986	10	14	1131984.43342891	1189628.42810584	792099.806201124	921804.596281036	1066263.354404	1059329.88350673	1089905.03240037	1112388.52235299	1204310.7875498	833346.709688754	1050900.11060665	1264959.30097779	1090339.38653695	845220.585040671	1036848.32156635	1429668.47788961	1158707.10585586
19861015	1986	10	15	945761.634160799	905217.034864253	648903.886968847	769425.36411842	908981.134797447	984247.537120883	999797.101496347	1065383.0346631	1111230.24734426	745731.832258717	803715.962656918	1215369.27682305	1028373.08281696	839789.419418209	921987.335172632	1074691.00136226	1004863.47913899
19861016	1986	10	16	916279.519036631	891309.645000755	669558.779187141	788082.066516195	887239.149837785	889871.156518835	833834.032737365	812750.697145946	976943.770107566	741331.11687388	725111.058448144	1166915.30576834	960588.162692584	834248.878442539	780302.514767247	961209.459125384	907473.496022138
19861017	1986	10	17	768085.8393631	936534.971036532	547013.734199055	701457.77516371	751381.966610115	791232.733714688	904277.159588739	827476.627703386	961349.534883172	953528.105928319	800097.858038565	1040643.85190532	909136.123500776	740612.987493405	827371.77326967	799558.180020042	754209.577812109
19861018	1986	10	18	873806.792327775	784056.783708733	597717.823684959	668677.50426849	858980.905354519	860802.685545527	889362.680640684	924185.273396683	1009453.23545671	696653.789752014	524886.080558277	903900.838797329	937731.72302097	822870.326039161	865461.35770444	794283.976611721	699151.609485148
19861019	1986	10	19	795289.523746855	929046.941461398	879227.086914477	1172088.07070782	928206.321738148	812650.838326464	732237.15519599	800346.939461264	958444.599524573	867378.884187584	949183.295500869	1111659.1792974	943987.251294788	731790.636488282	1245762.4996187	1201146.20907888	1227317.32319542
19861020	1986	10	20	697578.819287637	1125522.58603062	915801.079641378	1032889.17321628	947189.211129905	692546.463922847	660033.290970366	713651.138400529	840421.698483319	984207.421594147	837752.672816888	881756.637995309	790293.004823786	545426.328654671	1035996.25717004	1035298.95356833	1026379.28909834
19861021	1986	10	21	392430.545447975	886249.376417599	648078.940997896	841551.043110118	797663.565878166	549988.823925333	530987.872607813	563991.917972916	705755.991888006	866749.626878421	682325.501277179	766549.461363386	586643.248544673	275273.621063292	860180.07072162	791713.522382264	907016.841314173
19861022	1986	10	22	979594.091601147	1287934.81074728	1123517.73930242	1346241.13830176	1160399.48501905	830409.015373424	863658.821205108	909148.285064541	1031417.49434721	959293.518456528	930431.703858222	1078129.10338338	892673.316361667	670465.908221066	1017314.74286498	1144977.4081613	973707.316671912
19861023	1986	10	23	400655.380043992	764539.737544746	621311.98156026	720379.468334115	726287.995814938	442995.837640946	462561.761856009	583198.348176992	656825.615642312	858500.515978141	758359.939876247	748174.791004078	627343.548878696	466501.357707199	893715.505986704	860035.574230412	958140.676770497
19861024	1986	10	24	294112.637642997	574192.368437597	383113.93546258	488344.71176374	567614.636624177	335945.61862724	330146.482254436	429996.499520479	454132.822149227	586635.912626024	424423.845866727	543905.289377385	415796.822183521	157383.334752422	462918.20677576	432978.599056161	523765.320320542
19861025	1986	10	25	598726.142302618	740403.894567317	516079.578085709	645300.072085218	577037.261395574	483118.071480366	459254.56683656	551344.734723646	553583.365797634	469242.837893019	487040.95404866	610457.222951312	479361.54779718	212929.706212197	605244.199791817	664871.517438952	611973.152809138
19861026	1986	10	26	388553.377560635	709411.569371339	573140.29471405	745336.413501604	641482.238390703	541003.61115985	535703.222355109	572070.926933321	593923.467017846	654904.057768843	597239.41020437	699397.707520386	553311.613134573	304735.885077104	710882.888590242	711347.486988259	747890.268691228
19861027	1986	10	27	331440.303965348	616313.582806775	468001.96630732	586882.521404532	630820.722798343	384048.655425798	431899.836907399	538638.20010365	541495.007606041	607341.573646402	544573.460233473	639121.842456933	531934.783030359	337306.398660217	737356.354877809	587412.727838128	692172.346163868
19861028	1986	10	28	445405.990231062	526001.752597342	429115.17902432	508569.683762538	536816.507766717	528465.604070699	517563.255959669	564344.555405129	580378.153502672	488745.310553905	523558.34659686	718313.314486489	632786.314820101	467072.818436804	632558.364109742	596390.487994681	699395.933051034
19861029	1986	10	29	568038.601683261	681984.564935339	515561.148627124	599426.485867743	662774.024868953	496578.381927616	531570.075983381	537536.849270956	576624.981641777	540048.259854436	639208.564015104	741711.039942711	592539.326609278	489769.08864861	768910.241700133	871084.209106011	808807.334285074
19861030	1986	10	30	394998.830456138	671061.034156385	580849.085120436	626470.076254734	547912.146766304	398303.974329086	404490.981793094	342856.720278266	514970.413860795	612874.467635326	552984.1624128	573096.546727991	512221.187609391	339090.256368973	702578.723919417	672532.92125831	682902.631715939
19861031	1986	10	31	502409.613794338	790022.012249112	674061.417431851	718368.1818545	640864.872155113	463150.043302395	474867.091521299	513767.661411059	614527.835051517	642972.703526496	555305.694876371	688822.041547793	555990.825933998	321913.891895791	543630.790334116	614843.180131019	636810.866509458
19861101	1986	11	1	594571.097227528	899214.377396019	746451.566643307	860258.643560485	769612.621186358	558172.220726345	558998.530143376	608142.563834191	671473.946217396	734032.520472765	653122.526461968	716581.049577286	581112.702882237	403104.80521897	784989.702476406	841151.515661931	770225.710278639
19861102	1986	11	2	365038.123619881	610834.000871114	577334.791450638	632156.443065792	614221.00895995	378167.806046721	405409.192154029	426960.500937948	594306.491825945	605347.985520732	559298.146251529	561562.262797329	476379.059565046	311627.56290355	663762.947594115	680235.502864116	678631.376167452
19861103	1986	11	3	125473.253336596	410095.509307905	241112.160238556	308268.610301155	388298.245212027	240818.723852916	262160.742112807	278032.166256023	227293.876928975	322292.873832364	223308.097405347	341109.365324512	264644.230722171	0	304080.493442436	278881.19101282	317162.184716759
19861104	1986	11	4	89825.3692327717	414634.31966349	186500.957217059	365263.4026908	450811.818733418	288165.633561485	304076.552969315	319703.925137826	351278.391825233	462098.997253303	278573.766902526	399380.687102912	260356.323821571	27428.2035813918	299259.228448073	367717.225973589	328496.179554782
19861105	1986	11	5	204482.139700178	522324.672946439	356097.330599349	486807.037486155	526820.772212332	318666.684050201	324238.408349992	349754.085570031	382138.937445157	560276.788303379	421565.723312022	481845.96484215	304179.656648595	124155.182977768	485429.739362018	480664.819673785	511797.67842403
19861106	1986	11	6	326443.540726508	583699.284258397	487561.184526034	593622.864323731	574580.81245742	362982.751018819	378509.494743152	368746.591599332	437657.995566732	551175.350827323	482084.903227754	520310.960876078	351791.92211253	175302.605233997	558316.427093014	536802.627823689	551355.056670755
19861107	1986	11	7	219622.586513455	400592.036832216	253524.928820334	364616.359683153	439010.824278156	283522.946303858	283988.022703796	318436.181211842	359602.937593488	516683.063968497	382471.247230527	440873.002875795	315158.295319874	73193.470727588	459737.349320497	418462.604551764	474782.969813192
19861108	1986	11	8	479964.071002075	565560.12990073	488688.763487527	559646.916523801	471561.978225468	398906.080346132	351430.173087375	419060.174561187	408567.774708342	337235.521984946	391350.338974068	508491.29910641	299968.58188372	200685.548306237	426565.204363798	535439.908798775	508372.339335807
19861109	1986	11	9	264883.215007461	403538.896759293	266795.967966942	363940.220801922	322299.626480776	264638.803120346	255619.947826442	265236.877837001	323534.912621209	416040.187162509	301145.433794268	402186.886901896	350258.513211839	162088.03431712	358503.298185313	334483.250039552	399308.949166614
19861110	1986	11	10	409203.087227312	397318.656319799	278237.204600444	399390.85507097	365154.754184021	353181.630651177	349134.823311838	391255.134681656	347283.024952618	326569.299633816	398366.351339049	501909.003519052	339823.876802743	229380.0872037	443760.757503344	613671.589479789	537388.455085353
19861111	1986	11	11	458466.699171894	455623.366337911	340064.63395669	373215.417001017	349860.457513337	383914.538168873	384586.366299507	389391.39925017	384469.811309868	422163.06137502	411189.491955453	484419.640083019	349063.144728951	314215.37672719	387333.168111941	589474.873278201	597667.564867303
19861112	1986	11	12	526075.199657803	463346.760939322	310028.513874228	437212.871638292	400146.701264443	368635.730716078	333262.600092338	346978.362487807	406425.126353826	429728.271104728	376501.104726515	616997.40078446	415255.575220326	377094.06540586	459726.85665043	541767.910002653	520975.072391681
19861113	1986	11	13	440071.711009466	307461.250351482	256212.278574349	254541.989106144	393858.75976414	486483.444900078	491792.170074275	518686.905358122	533417.154741762	399824.662849952	328950.801992969	524524.415671666	474685.443745292	361859.421720321	558824.524627423	547857.811929758	560572.899132509
19861114	1986	11	14	602280.515197041	369149.258113394	301053.517701322	284592.066268987	396748.679113708	274143.112034873	274645.542345934	314072.038778267	439134.830027858	508138.496157182	447058.575522428	498281.153925757	416566.825751679	262636.272238662	640716.25891467	624116.415671167	645736.433137442
19861115	1986	11	15	674309.759710227	387041.242234544	382887.96464728	275732.449938365	372887.954299468	342581.595384508	326057.954652534	300502.435359709	503729.279572584	613142.347238779	543581.690019858	570936.880884411	510614.284663056	401977.036661522	626651.388535714	628740.935837605	700681.852992115
19861116	1986	11	16	674056.032474632	514694.451856022	467117.927783789	463942.615115795	485254.875701078	467860.613073168	426514.667782536	426782.581800706	469760.67842809	466290.205685881	393814.705169278	663335.051426688	579399.991563077	532676.992142973	502362.745180658	491989.922668658	581392.137807718
19861117	1986	11	17	498431.554359219	421262.848455562	362895.143929722	300329.114651477	525342.408874105	497946.781952393	482270.442521086	528339.45706446	493014.39157098	516274.906435296	523110.169977224	636119.808401561	517816.138954516	511523.664216594	572423.609976063	664477.820223192	599836.199827444
19861118	1986	11	18	314029.772005842	419787.222483189	307431.206769449	428310.370934748	415756.054388123	339143.326995561	339802.112503044	385084.854606503	400533.175669041	487195.321919686	420960.895026262	469001.10673658	392578.416415428	331739.888581791	510622.80132618	451437.878801434	586868.824849751
19861119	1986	11	19	426464.51726305	546075.442355903	402853.348829088	584276.336809066	501677.046606924	354155.015357948	334690.487693115	387365.5752815	323338.699677867	395214.817232056	317527.103972825	436993.041383035	313906.580691059	314009.904564002	490303.517041072	549852.573494402	482917.422778399
19861120	1986	11	20	438465.708888557	595094.164221771	500221.049503485	634101.393235556	461528.57962951	392518.664536857	313847.323491785	373686.652472183	314589.179030909	360313.601764068	292164.84125213	331358.44414176	245926.291233184	258072.408268082	379063.850426237	447601.952186269	403314.115648035
19861121	1986	11	21	249130.007775152	372845.818280766	348230.74292428	310697.870557586	320965.94523879	191448.223697433	215325.633906393	227223.517926153	277533.732662361	359456.364200862	308684.301279833	298133.792332379	242558.490328476	110320.049493448	322415.585687997	343904.480648829	380921.244600426
19861122	1986	11	22	310634.795694684	444079.963115285	374239.531064971	431969.196788842	416712.789844238	211821.875937076	204537.628757825	243295.425925997	265673.068539059	309745.157725725	263881.859522069	298071.442143752	243428.007254194	171661.669180882	445474.106252222	427331.32358399	455212.37424315
19861123	1986	11	23	242817.873220926	421675.449436477	365260.299821886	430793.046880394	351797.015366955	269618.114508666	273983.081846225	289404.080429436	337556.100260539	422250.410057611	376524.330102558	413284.344135971	370522.804947597	231424.751801517	540286.680706002	467281.541788296	527614.252560929
19861124	1986	11	24	159884.170341595	387524.657532635	284392.328889215	404427.671686183	366659.040474139	217239.159166824	225202.418248603	259163.839984737	290011.741443553	361197.250681284	288595.652500576	313737.118225897	245182.716621201	142807.959748014	355683.41738837	367458.716415413	366267.6259038
19861125	1986	11	25	349181.507848534	447934.463709101	297779.087542829	428709.460885323	450498.437544765	325204.154287781	322192.419503561	352068.230055308	359802.121694147	333106.599322154	304440.625159028	383275.83554115	301646.305517312	310294.683000304	318658.765715235	423406.769235413	401922.546689776
19861126	1986	11	26	414938.288701514	386265.003540642	223852.34820287	197452.793802256	387817.767688206	299089.761829899	325320.27681974	365790.041648557	359130.520062578	410276.871397749	389328.699969248	451133.727366271	345013.353909986	310542.07665414	411755.365657832	486041.916259317	484430.850580201
19861127	1986	11	27	142156.445984659	310205.393032047	209033.265217204	305018.070749588	296707.595446996	241287.516982856	263467.4143174	285328.66612634	320804.560234657	393883.158315807	285624.804149629	389010.163068192	267314.188588527	137716.339567532	319216.152337341	326803.463288573	372799.019437655
19861128	1986	11	28	104438.459984275	176954.800243932	36485.1655304854	128708.914927722	107630.222070692	152955.816244723	196071.539982686	199782.571886563	227514.294623318	313708.282045352	210776.129670787	238871.400047145	210626.295978641	97253.3652182633	260404.633938811	186852.973762463	256053.19543392
19861129	1986	11	29	198702.76630393	136136.192252795	88243.3991393023	111421.519209394	117405.417252385	172227.797575957	119770.674188485	98707.6160562589	195424.340971862	164430.900860674	133967.756221349	228772.034819444	212069.672569434	169288.076035206	214653.318927047	134753.117989514	241726.405135843
19861130	1986	11	30	283189.601366828	107767.052318364	19850.8116851035	39384.6850193786	148763.965025334	55592.4549626796	17411.6564654506	13939.7309936321	91167.4756132998	110893.590319858	88337.5777039241	229906.883297685	74925.7534141898	209369.523676842	104273.779604354	114280.457788838	144255.63014893
19861201	1986	12	1	284281.41414343	114299.496971183	31449.6403385316	0	143591.880950791	37797.5087628269	27551.4338832723	0	18040.4215508496	91444.4805860102	36420.7702273601	249138.143151203	11122.6713060747	237379.106912436	122340.429157825	147051.431668979	154054.04391611
19861202	1986	12	2	262295.547931313	264116.013368943	183027.067208889	189265.303390876	216741.640667329	166584.212471984	156743.131348248	177322.795697146	107142.214009218	155704.908792037	144214.406307392	307365.501590186	110123.004482254	44772.8139115949	174166.488522287	190418.307471123	197190.323484495
19861203	1986	12	3	355469.641234711	321479.321119074	223829.358749275	248788.748023919	267400.108889053	242290.71120587	232731.490795496	256538.848249776	205126.674684161	197243.644252875	267793.59707274	456566.363021766	189067.664785133	214377.00234957	251334.488806382	321793.602883013	302224.953758091
19861204	1986	12	4	341024.99697952	314935.24424582	99476.196371454	254226.610894146	240509.05904779	219948.185109443	207099.2094513	234002.830139343	154169.946640898	174116.091901721	159198.28657626	427788.956240032	86472.1472602396	300381.118695251	137574.791243873	421567.419504681	303174.898145851
19861205	1986	12	5	375802.500084442	268205.826531141	117639.896407927	255903.106066362	252199.571110404	241036.828275142	215125.723402218	198732.667790354	194487.603454173	130331.324041933	280546.757754165	420546.942884164	210750.049296624	323261.794289624	213855.144731856	428903.073221757	376655.77247399
19861206	1986	12	6	294577.520680017	335333.287406646	248530.295809659	309928.732819393	352864.76682121	206206.878043534	177166.884203195	213424.24093624	113653.883875592	118778.41732056	170415.363352099	403258.761988061	60231.0284678052	187359.462402922	142662.818492419	241580.63049706	276631.05864627
19861207	1986	12	7	285021.634637911	336450.186785983	235514.98771932	255771.090795009	312697.492649494	236979.771979949	247306.502254364	270298.774077855	246027.861415681	187187.354226804	210500.557534792	256473.758727648	263692.956967668	171644.090084872	228742.112361627	193240.662430583	263844.932218446
19861208	1986	12	8	268368.124556478	125737.591136644	96538.0803420203	69948.8731340809	222672.780914967	132077.066136475	135622.978960262	216523.545223027	145855.191330997	137652.637523216	119900.410673669	196885.368401268	143120.628787205	95869.1744912791	219940.121640161	284265.625292539	272600.951178119
19861209	1986	12	9	314150.871081578	99937.6675487534	62723.5440141641	47556.0481508235	154132.326197289	38380.8456216542	32061.2304678374	77008.7215727577	70745.6063355398	129889.017352555	78258.7634935915	128114.352132229	34675.2353515515	74076.2545202997	218518.237230172	278873.86241664	256741.763455554
